season,tm_team_name,asa_team_id,squad_value_eur,att_value_pct,def_value_pct,tilt,value_wtd_age,avg_age,dp_value_share,n_players,n_att,n_def,n_gk
2018,Atlanta United FC,ATL,47525000.0,0.5844292477643346,0.24092582851130984,0.34350341925302474,24.45607574960547,23.714285714285715,0.4313519200420831,35,13,10,3
2018,CF Montréal,MTL,31850000.0,0.41130298273155413,0.27629513343799056,0.13500784929356358,26.791208791208792,24.485714285714284,0.40816326530612246,35,11,12,4
2018,Chicago Fire FC,CHI,43675000.0,0.683457355466514,0.13508872352604465,0.5483686319404694,29.13050944476245,25.0,0.6296508299942759,32,9,10,5
2018,Colorado Rapids,COL,20550000.0,0.3637469586374696,0.3004866180048662,0.06326034063260338,24.980535279805352,24.59375,0.3284671532846715,32,8,15,3
2018,Columbus Crew,CLB,34425000.0,0.4756717501815541,0.20334059549745825,0.27233115468409586,26.53667392883079,25.358974358974358,0.27596223674655046,39,16,12,6
2018,D.C. United,DC,37125000.0,0.6538720538720538,0.19730639730639732,0.4565656565656565,27.646464646464647,24.59375,0.5427609427609428,32,10,10,3
2018,FC Cincinnati,CIN,26575000.0,0.2295390404515522,0.28222013170272814,-0.05268109125117593,25.613358419567263,25.076923076923077,0.2634054562558796,39,9,13,4
2018,FC Dallas,DAL,21350000.0,0.2786885245901639,0.3864168618266979,-0.10772833723653397,23.60889929742389,23.029411764705884,0.2459016393442623,34,13,11,3
2018,Houston Dynamo FC,HOU,19875000.0,0.48930817610062893,0.34465408805031444,0.1446540880503145,26.358490566037737,25.216216216216218,0.22641509433962265,37,13,15,3
2018,Los Angeles FC,LAFC,43050000.0,0.6666666666666666,0.2607433217189315,0.40592334494773513,23.69628339140534,23.78125,0.5923344947735192,32,12,12,3
2018,Los Angeles Galaxy,LAG,56425000.0,0.3890119627824546,0.39743021710234827,-0.008418254319893681,25.852902082410278,24.6,0.47851129818342936,35,12,13,3
2018,Minnesota United FC,MIN,29675000.0,0.3032855939342881,0.2645324347093513,0.03875315922493683,26.027801179443976,25.516129032258064,0.2695871946082561,31,8,11,3
2018,New England Revolution,NE,32150000.0,0.44245723172628304,0.4370139968895801,0.005443234836702948,25.37869362363919,24.7,0.4199066874027994,30,11,9,3
2018,New York City FC,NYC,23025000.0,0.3463626492942454,0.4245385450597177,-0.07817589576547235,24.216069489685125,23.066666666666666,0.3257328990228013,30,8,11,4
2018,Orlando City SC,ORL,35550000.0,0.5731364275668073,0.30239099859353025,0.270745428973277,26.4929676511955,24.12121212121212,0.4641350210970464,33,11,11,4
2018,Philadelphia Union,PHI,24475000.0,0.4627170582226762,0.1920326864147089,0.27068437180796734,27.259448416751788,24.176470588235293,0.4290091930541369,34,11,11,5
2018,Portland Timbers,POR,28275000.0,0.5490716180371353,0.27939876215738285,0.2696728558797525,27.1105216622458,25.344827586206897,0.4244031830238727,29,11,9,4
2018,Real Salt Lake City,RSL,25525000.0,0.3232125367286974,0.34476003917727716,-0.02154750244857978,25.42409402546523,24.44736842105263,0.2742409402546523,38,12,13,5
2018,Red Bull New York,NYRB,28325000.0,0.5436893203883495,0.294792586054722,0.24889673433362752,24.10856134157105,23.53125,0.3177405119152692,32,14,9,4
2018,San Jose Earthquakes,SJ,27200000.0,0.5165441176470589,0.28308823529411764,0.23345588235294124,23.61948529411765,23.636363636363637,0.36764705882352944,33,10,11,5
2018,Seattle Sounders FC,SEA,38200000.0,0.40445026178010474,0.3344240837696335,0.07002617801047123,24.594240837696336,23.916666666666668,0.35340314136125656,36,13,14,4
2018,Sporting Kansas City,SKC,27775000.0,0.24302430243024303,0.30243024302430244,-0.0594059405940594,25.664266426642666,24.714285714285715,0.2808280828082808,35,8,11,4
2018,Toronto FC,TOR,38725000.0,0.60619754680439,0.20723047127178826,0.3989670755326017,25.327307940606843,24.542857142857144,0.4002582311168496,35,13,11,3
2018,Vancouver Whitecaps FC,VAN,19025000.0,0.5151116951379764,0.3035479632063075,0.21156373193166889,25.629434954007884,23.419354838709676,0.4336399474375821,31,9,13,4
